text,label,word_count,cleaned_text,tokens,token_count,predicted,correct,predicted_name,actual_name
U.S. Justice Department preparing legal action against Live Nation: source,0,10,u.s. justice department preparing legal action against live nation source,"['u.s', 'justice', 'department', 'preparing', 'legal', 'action', 'against', 'live', 'nation', 'source']",10,2,False,Neutral,Bearish
Bristol-Myers Squibb now sees 2020 revenue $40.5 bln to $42.5 bln,2,11,bristol-myers squibb now sees 2020 revenue $40.5 bln to $42.5 bln,"['bristol-myers', 'squibb', 'now', 'sees', '2020', 'revenue', '$40.5', 'bln', 'to', '$42.5', 'bln']",11,1,False,Bullish,Neutral
"""In 10 years from now, investors will be looking at & evaluating #ESG scoring as a part of the overall performance… https://t.co/RD5kKfb4jn",2,22,"in 10 years from now, investors will be looking at evaluating esg scoring as a part of the overall performance","['in', '10', 'years', 'from', 'now', 'investors', 'will', 'be', 'looking', 'at', 'evaluating', 'esg', 'scoring', 'as', 'a', 'part', 'of', 'the', 'overall', 'performance']",20,1,False,Bullish,Neutral
Today's Free Feature: The Technical Take: Markets Lift Above Two-Day Ranges $INDU $SPX $COMPQ $IWM $IYT $TNX $UUP… https://t.co/3dON5JsZHP,1,19,today's free feature the technical take markets lift above two-day ranges $INDU $SPX $COMPQ $IWM $IYT $TNX $UUP,"[""today's"", 'free', 'feature', 'the', 'technical', 'take', 'markets', 'lift', 'above', 'two-day', 'ranges', '$INDU', '$SPX', '$COMPQ', '$IWM', '$IYT', '$TNX', '$UUP']",18,2,False,Neutral,Bullish
$WE $SFTBF $SFTBY - SoftBank will win WeWork bet - Bernstein https://t.co/za9Sqd9wk8,1,12,$WE $SFTBF $SFTBY - softbank will win wework bet - bernstein,"['$WE', '$SFTBF', '$SFTBY', '-', 'softbank', 'will', 'win', 'wework', 'bet', '-', 'bernstein']",11,2,False,Neutral,Bullish
U.S. Bonds Are A Tactical Short. https://t.co/pK5Mo7Qxt0 #investing #markets #stocks,2,10,u.s. bonds are a tactical short. investing markets stocks,"['u.s', 'bonds', 'are', 'a', 'tactical', 'short', 'investing', 'markets', 'stocks']",9,0,False,Bearish,Neutral
Apple to Dodge $150-Per-IPhone Levy If Trump Delays Tariffs,2,9,apple to dodge $150-per-iphone levy if trump delays tariffs,"['apple', 'to', 'dodge', '$150-per-iphone', 'levy', 'if', 'trump', 'delays', 'tariffs']",9,0,False,Bearish,Neutral
$PXGYF - PAX Global Technology: A No-Brainer Investment. Read more: https://t.co/K0St5t9tTc #business #markets #trading,1,14,$PXGYF - pax global technology a no-brainer investment. read more business markets trading,"['$PXGYF', '-', 'pax', 'global', 'technology', 'a', 'no-brainer', 'investment', 'read', 'more', 'business', 'markets', 'trading']",13,2,False,Neutral,Bullish
U.S. housing market regaining steam; manufacturing stabilizing,1,7,u.s. housing market regaining steam manufacturing stabilizing,"['u.s', 'housing', 'market', 'regaining', 'steam', 'manufacturing', 'stabilizing']",7,2,False,Neutral,Bullish
Global shares cautious ahead of US jobs data report,2,9,global shares cautious ahead of us jobs data report,"['global', 'shares', 'cautious', 'ahead', 'of', 'us', 'jobs', 'data', 'report']",9,1,False,Bullish,Neutral
Rains bring drought relief and hope to Australian farmers https://t.co/eTC9tqtevp,1,10,rains bring drought relief and hope to australian farmers,"['rains', 'bring', 'drought', 'relief', 'and', 'hope', 'to', 'australian', 'farmers']",9,2,False,Neutral,Bullish
"$ONCS $CODX $EURN - CIM, EURN among premarke losers https://t.co/vZ1VLfePly",0,10,"$ONCS $CODX $EURN - cim, eurn among premarke losers","['$ONCS', '$CODX', '$EURN', '-', 'cim', 'eurn', 'among', 'premarke', 'losers']",9,2,False,Neutral,Bearish
Aramco Up for Third Session With Eye on Passive Flows: Inside EM,1,12,aramco up for third session with eye on passive flows inside em,"['aramco', 'up', 'for', 'third', 'session', 'with', 'eye', 'on', 'passive', 'flows', 'inside', 'em']",12,2,False,Neutral,Bullish
"SocGen CEO: Confident We Can Improve Net income, Profitability in 2020",1,11,"socgen ceo confident we can improve net income, profitability in 2020","['socgen', 'ceo', 'confident', 'we', 'can', 'improve', 'net', 'income', 'profitability', 'in', '2020']",11,2,False,Neutral,Bullish
Mega-Landlord Deal in Germany Faces Mounting Investor Resistance,2,8,mega-landlord deal in germany faces mounting investor resistance,"['mega-landlord', 'deal', 'in', 'germany', 'faces', 'mounting', 'investor', 'resistance']",8,0,False,Bearish,Neutral
Auto suppliers rally on tariff relief hopes,2,7,auto suppliers rally on tariff relief hopes,"['auto', 'suppliers', 'rally', 'on', 'tariff', 'relief', 'hopes']",7,1,False,Bullish,Neutral
$IBIO shor-term bottom is in. Loading zone https://t.co/Cw1b46v17J,1,8,$IBIO shor-term bottom is in. loading zone,"['$IBIO', 'shor-term', 'bottom', 'is', 'in', 'loading', 'zone']",7,0,False,Bearish,Bullish
"Hey, good news America: Investors are bailing on stocks",2,9,"hey, good news america investors are bailing on stocks","['hey', 'good', 'news', 'america', 'investors', 'are', 'bailing', 'on', 'stocks']",9,0,False,Bearish,Neutral
The number of 401(k) millionaires is rising — but there’s a catch. Some baby boomers are taking big risks. - The Washington Post,2,23,the number of 401 k millionaires is rising but there s a catch. some baby boomers are taking big risks. - the washington post,"['the', 'number', 'of', '401', 'k', 'millionaires', 'is', 'rising', 'but', 'there', 's', 'a', 'catch', 'some', 'baby', 'boomers', 'are', 'taking', 'big', 'risks', '-', 'the', 'washington', 'post']",24,1,False,Bullish,Neutral
Why Passive Investing Might Be Distorting The Market (Podcast),2,9,why passive investing might be distorting the market podcast,"['why', 'passive', 'investing', 'might', 'be', 'distorting', 'the', 'market', 'podcast']",9,0,False,Bearish,Neutral
"Just in: $TSLA lol 

https://t.co/yHyKcKaB9z",2,5,just in $TSLA lol,"['just', 'in', '$TSLA', 'lol']",4,1,False,Bullish,Neutral
"Singapore Raises Virus Response Level, Now on Par With SARS",2,10,"singapore raises virus response level, now on par with sars","['singapore', 'raises', 'virus', 'response', 'level', 'now', 'on', 'par', 'with', 'sars']",10,1,False,Bullish,Neutral
$BA - 737 MAX crisis claims job of Boeing's top communications official https://t.co/FwntvthN9F,0,13,$BA - 737 max crisis claims job of boeing's top communications official,"['$BA', '-', '737', 'max', 'crisis', 'claims', 'job', 'of', ""boeing's"", 'top', 'communications', 'official']",12,2,False,Neutral,Bearish
Uber losing Chief Product Officer,2,5,uber losing chief product officer,"['uber', 'losing', 'chief', 'product', 'officer']",5,0,False,Bearish,Neutral
"Fed's Mester sees 'downside risk' from coronavirus, but does not want to cut rates https://t.co/P6XtdRcjNI",2,15,"fed's mester sees 'downside risk' from coronavirus, but does not want to cut rates","[""fed's"", 'mester', 'sees', ""'downside"", ""risk'"", 'from', 'coronavirus', 'but', 'does', 'not', 'want', 'to', 'cut', 'rates']",14,0,False,Bearish,Neutral
"Forget 'Ides Of March', Washington 'Storms Of December' Loom Over ""The Holidays"" https://t.co/KK7SgNSh1E",0,13,"forget 'ides of march', washington 'storms of december' loom over the holidays","['forget', ""'ides"", 'of', ""march'"", 'washington', ""'storms"", 'of', ""december'"", 'loom', 'over', 'the', 'holidays']",12,2,False,Neutral,Bearish
"$ASLN $KZIA $XXII - KL, CBAY among premarket losers https://t.co/ITIV0JhjBM",0,10,"$ASLN $KZIA $XXII - kl, cbay among premarket losers","['$ASLN', '$KZIA', '$XXII', '-', 'kl', 'cbay', 'among', 'premarket', 'losers']",9,2,False,Neutral,Bearish
Indonesia's Jokowi Warns of Economic Calamity From Forest Fires,2,9,indonesia's jokowi warns of economic calamity from forest fires,"[""indonesia's"", 'jokowi', 'warns', 'of', 'economic', 'calamity', 'from', 'forest', 'fires']",9,0,False,Bearish,Neutral
$LK - Citron and Muddy Waters at odds over Luckin Coffeee https://t.co/gkLLQ0bBQA,0,12,$LK - citron and muddy waters at odds over luckin coffeee,"['$LK', '-', 'citron', 'and', 'muddy', 'waters', 'at', 'odds', 'over', 'luckin', 'coffeee']",11,2,False,Neutral,Bearish
FCC Bigfoots Satellite Companies,0,4,fcc bigfoots satellite companies,"['fcc', 'bigfoots', 'satellite', 'companies']",4,2,False,Neutral,Bearish
TA Page SetUps: Slack $WORK: Dip-buying post-earnings could be an early read into a possible supply/demand shift-- https://t.co/v6W481eUIm,2,18,ta page setups slack $WORK dip-buying post-earnings could be an early read into a possible supply demand shift--,"['ta', 'page', 'setups', 'slack', '$WORK', 'dip-buying', 'post-earnings', 'could', 'be', 'an', 'early', 'read', 'into', 'a', 'possible', 'supply', 'demand', 'shift--']",18,1,False,Bullish,Neutral
China debates drastically reducing or even abandoning its economic growth target https://t.co/teaFgtMN0p,0,12,china debates drastically reducing or even abandoning its economic growth target,"['china', 'debates', 'drastically', 'reducing', 'or', 'even', 'abandoning', 'its', 'economic', 'growth', 'target']",11,2,False,Neutral,Bearish
Hedge Funds Piling Into AudioCodes Ltd. (AUDC),1,7,hedge funds piling into audiocodes ltd. audc,"['hedge', 'funds', 'piling', 'into', 'audiocodes', 'ltd', 'audc']",7,2,False,Neutral,Bullish
"Elon Musk says Tesla has 187,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal https://t.co/AtBQDgnjUP",1,19,"elon musk says tesla has 187,000 orders for its cybertruck, less than 48 hours after the broken-glass reveal","['elon', 'musk', 'says', 'tesla', 'has', '187,000', 'orders', 'for', 'its', 'cybertruck', 'less', 'than', '48', 'hours', 'after', 'the', 'broken-glass', 'reveal']",18,0,False,Bearish,Bullish
Price of Gold Fundamental Daily Forecast – U.S. Dollar Uptick Limiting Gold’s Gains,0,13,price of gold fundamental daily forecast u.s. dollar uptick limiting gold s gains,"['price', 'of', 'gold', 'fundamental', 'daily', 'forecast', 'u.s', 'dollar', 'uptick', 'limiting', 'gold', 's', 'gains']",13,2,False,Neutral,Bearish
Coach parent Tapestry reports earnings beat but coronavirus outbreak weighs on guidance,2,12,coach parent tapestry reports earnings beat but coronavirus outbreak weighs on guidance,"['coach', 'parent', 'tapestry', 'reports', 'earnings', 'beat', 'but', 'coronavirus', 'outbreak', 'weighs', 'on', 'guidance']",12,1,False,Bullish,Neutral
"US indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016: BofA",2,24,"us indices are having the best year since 2013, but large cap active funds are poised to see the worst year since 2016 bofa","['us', 'indices', 'are', 'having', 'the', 'best', 'year', 'since', '2013', 'but', 'large', 'cap', 'active', 'funds', 'are', 'poised', 'to', 'see', 'the', 'worst', 'year', 'since', '2016', 'bofa']",24,0,False,Bearish,Neutral
$FOX $FOXA - Fox sells out Super Bowl ad slots early https://t.co/ZluO3PcXxY,2,12,$FOX $FOXA - fox sells out super bowl ad slots early,"['$FOX', '$FOXA', '-', 'fox', 'sells', 'out', 'super', 'bowl', 'ad', 'slots', 'early']",11,1,False,Bullish,Neutral
"Real Selling Begins As CTAs Start Liquidating, Dealer Gamma Flips Negative https://t.co/7bbtwMVOrS",0,12,"real selling begins as ctas start liquidating, dealer gamma flips negative","['real', 'selling', 'begins', 'as', 'ctas', 'start', 'liquidating', 'dealer', 'gamma', 'flips', 'negative']",11,1,False,Bullish,Bearish
China Set To Halve Tariffs On $75 Billion Of U.S. Goods,1,11,china set to halve tariffs on $75 billion of u.s. goods,"['china', 'set', 'to', 'halve', 'tariffs', 'on', '$75', 'billion', 'of', 'u.s', 'goods']",11,2,False,Neutral,Bullish
Iranian Strike on U.S. Forces Roils Markets #index #MarketScreener https://t.co/fU5DTtl5Q5 https://t.co/JQHmnd54oH,0,11,iranian strike on u.s. forces roils markets index marketscreener,"['iranian', 'strike', 'on', 'u.s', 'forces', 'roils', 'markets', 'index', 'marketscreener']",9,2,False,Neutral,Bearish
$TRQ - Turquoise Hill: Strong Headwinds Ahead Of 2020. https://t.co/hIdbSHXWA7 #trading #business #finance,0,13,$TRQ - turquoise hill strong headwinds ahead of 2020. trading business finance,"['$TRQ', '-', 'turquoise', 'hill', 'strong', 'headwinds', 'ahead', 'of', '2020', 'trading', 'business', 'finance']",12,1,False,Bullish,Bearish
"Amazon sites could be added to ""Notorious Markets"" list https://t.co/D4yF7dMZzO https://t.co/2kkqzvUdVl",2,11,amazon sites could be added to notorious markets list,"['amazon', 'sites', 'could', 'be', 'added', 'to', 'notorious', 'markets', 'list']",9,0,False,Bearish,Neutral
$VIAC $VIACA $FOX - MoffettNathanson expects NFL TV costs to skyrocket https://t.co/APfxEqSSRF,0,12,$VIAC $VIACA $FOX - moffettnathanson expects nfl tv costs to skyrocket,"['$VIAC', '$VIACA', '$FOX', '-', 'moffettnathanson', 'expects', 'nfl', 'tv', 'costs', 'to', 'skyrocket']",11,2,False,Neutral,Bearish
"$USO $OIL $UWT - U.S. crude supply rose 6M barrels last week, API says https://t.co/0Qf1RRQIfp",0,15,"$USO $OIL $UWT - u.s. crude supply rose 6m barrels last week, api says","['$USO', '$OIL', '$UWT', '-', 'u.s', 'crude', 'supply', 'rose', '6m', 'barrels', 'last', 'week', 'api', 'says']",14,1,False,Bullish,Bearish
The Hummingbird Project is a pretty good.,2,7,the hummingbird project is a pretty good.,"['the', 'hummingbird', 'project', 'is', 'a', 'pretty', 'good']",7,1,False,Bullish,Neutral
"Stock Market Update: Apple trades in-line with broad market, but other FAANG stocks gain",2,14,"stock market update apple trades in-line with broad market, but other faang stocks gain","['stock', 'market', 'update', 'apple', 'trades', 'in-line', 'with', 'broad', 'market', 'but', 'other', 'faang', 'stocks', 'gain']",14,1,False,Bullish,Neutral
"Corporate profits are flat in 2018, S&P is up 24%, or as Goldman says ""these returns likely would not have been pos… https://t.co/3FNHDnb4Ov",2,23,"corporate profits are flat in 2018, s p is up 24%, or as goldman says these returns likely would not have been pos","['corporate', 'profits', 'are', 'flat', 'in', '2018', 's', 'p', 'is', 'up', '24%', 'or', 'as', 'goldman', 'says', 'these', 'returns', 'likely', 'would', 'not', 'have', 'been', 'pos']",23,0,False,Bearish,Neutral
Coach Owner Tapestry Sales Top Estimates; Virus Impacts Forecast,1,9,coach owner tapestry sales top estimates virus impacts forecast,"['coach', 'owner', 'tapestry', 'sales', 'top', 'estimates', 'virus', 'impacts', 'forecast']",9,0,False,Bearish,Bullish
"$SP500 - The Bubble: Bigger, Fatter, Uglier. https://t.co/XSkbRhLMmg #stocks #stockmarket #finance",0,11,"$sp500 - the bubble bigger, fatter, uglier. stocks stockmarket finance","['$sp500', '-', 'the', 'bubble', 'bigger', 'fatter', 'uglier', 'stocks', 'stockmarket', 'finance']",10,1,False,Bullish,Bearish
